Ano;Região;UF;Estado;Organização Acadêmica PNP;Instituicao;Instituição (Nome);nomeUnidadeRecente;categoriaSituacao;nomeSituacao;FluxoRetido;Número de Matrículas
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Cidade de Goiás;Concluintes;Concluída;Em fluxo;42
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Cidade de Goiás;Em curso;Em curso;Em fluxo;183
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Cidade de Goiás;Em curso;Em curso;Retido;65
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Cidade de Goiás;Evadidos;Abandono;Em fluxo;41
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Cidade de Goiás;Evadidos;Desligada;Em fluxo;17
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Cidade de Goiás;Evadidos;Transf. externa;Em fluxo;15
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;Concluintes;Concluída;Em fluxo;18
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;Concluintes;Integralizada;Em fluxo;1
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;Em curso;Em curso;Em fluxo;382
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;Em curso;Em curso;Retido;238
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;Evadidos;Abandono;Em fluxo;102
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;Evadidos;Desligada;Em fluxo;58
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;Evadidos;Transf. externa;Em fluxo;12
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Concluintes;Concluída;Em fluxo;463
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Concluintes;Integralizada;Em fluxo;291
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Em curso;Em curso;Em fluxo;1577
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Em curso;Em curso;Retido;941
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Evadidos;Abandono;Em fluxo;1739
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Evadidos;Desligada;Em fluxo;336
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Evadidos;Reprovado;Em fluxo;35
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Evadidos;Transf. externa;Em fluxo;99
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;Evadidos;Transf. interna;Em fluxo;2
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;Concluintes;Concluída;Em fluxo;411
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;Em curso;Em curso;Em fluxo;364
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;Em curso;Em curso;Retido;199
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;Evadidos;Abandono;Em fluxo;77
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;Evadidos;Desligada;Em fluxo;24
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;Evadidos;Reprovado;Em fluxo;23
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;Evadidos;Transf. externa;Em fluxo;12
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;Concluintes;Concluída;Em fluxo;163
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;Concluintes;Integralizada;Em fluxo;8
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;Em curso;Em curso;Em fluxo;329
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;Em curso;Em curso;Retido;236
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;Evadidos;Abandono;Em fluxo;121
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;Evadidos;Desligada;Em fluxo;16
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;Evadidos;Transf. externa;Em fluxo;25
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;Concluintes;Concluída;Em fluxo;74
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;Concluintes;Integralizada;Em fluxo;11
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;Em curso;Em curso;Em fluxo;414
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;Em curso;Em curso;Retido;176
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;Evadidos;Abandono;Em fluxo;133
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;Evadidos;Desligada;Em fluxo;27
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;Evadidos;Transf. externa;Em fluxo;23
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;Concluintes;Concluída;Em fluxo;94
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;Concluintes;Integralizada;Em fluxo;31
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;Em curso;Em curso;Em fluxo;728
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;Em curso;Em curso;Retido;214
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;Evadidos;Abandono;Em fluxo;195
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;Evadidos;Desligada;Em fluxo;51
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;Evadidos;Transf. externa;Em fluxo;26
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;Concluintes;Concluída;Em fluxo;277
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;Em curso;Em curso;Em fluxo;486
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;Em curso;Em curso;Retido;852
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;Evadidos;Abandono;Em fluxo;88
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;Evadidos;Desligada;Em fluxo;22
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;Evadidos;Reprovado;Em fluxo;197
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;Evadidos;Transf. externa;Em fluxo;24
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;Concluintes;Concluída;Em fluxo;146
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;Concluintes;Integralizada;Em fluxo;3
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;Em curso;Em curso;Em fluxo;384
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;Em curso;Em curso;Retido;149
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;Evadidos;Abandono;Em fluxo;54
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;Evadidos;Desligada;Em fluxo;41
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;Evadidos;Transf. externa;Em fluxo;16
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;Concluintes;Concluída;Em fluxo;164
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;Concluintes;Integralizada;Em fluxo;1
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;Em curso;Em curso;Em fluxo;436
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;Em curso;Em curso;Retido;474
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;Evadidos;Abandono;Em fluxo;1
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;Evadidos;Desligada;Em fluxo;6
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;Evadidos;Transf. externa;Em fluxo;11
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;Concluintes;Concluída;Em fluxo;77
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;Em curso;Em curso;Em fluxo;302
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;Em curso;Em curso;Retido;196
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;Evadidos;Abandono;Em fluxo;232
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;Evadidos;Desligada;Em fluxo;11
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;Evadidos;Reprovado;Em fluxo;44
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;Evadidos;Transf. externa;Em fluxo;20
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Concluintes;Concluída;Em fluxo;1616
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Concluintes;Integralizada;Em fluxo;8
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Em curso;Em curso;Em fluxo;860
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Em curso;Em curso;Retido;496
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Evadidos;Abandono;Em fluxo;211
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Evadidos;Desligada;Em fluxo;15
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Evadidos;Reprovado;Em fluxo;3844
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Evadidos;Transf. externa;Em fluxo;29
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Concluintes;Concluída;Em fluxo;6400
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Concluintes;Integralizada;Em fluxo;3
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Em curso;Em curso;Em fluxo;1539
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Em curso;Em curso;Retido;7201
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Evadidos;Abandono;Em fluxo;9798
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Evadidos;Desligada;Em fluxo;354
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Evadidos;Reprovado;Em fluxo;295
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Evadidos;Transf. externa;Em fluxo;90
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Evadidos;Transf. interna;Em fluxo;1
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Concluintes;Concluída;Em fluxo;995
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Em curso;Em curso;Em fluxo;773
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Em curso;Em curso;Retido;430
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Evadidos;Abandono;Em fluxo;228
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Evadidos;Desligada;Em fluxo;100
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Evadidos;Reprovado;Em fluxo;3907
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Evadidos;Transf. externa;Em fluxo;58
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Concluintes;Concluída;Em fluxo;1066
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Concluintes;Integralizada;Em fluxo;8
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Em curso;Em curso;Em fluxo;577
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Em curso;Em curso;Retido;777
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Evadidos;Abandono;Em fluxo;2203
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Evadidos;Desligada;Em fluxo;22
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Evadidos;Reprovado;Em fluxo;1381
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;Evadidos;Transf. externa;Em fluxo;23
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Concluintes;Concluída;Em fluxo;1409
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Concluintes;Integralizada;Em fluxo;8
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Em curso;Em curso;Em fluxo;543
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Em curso;Em curso;Retido;209
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Evadidos;Abandono;Em fluxo;308
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Evadidos;Desligada;Em fluxo;10
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Evadidos;Reprovado;Em fluxo;2326
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;Evadidos;Transf. externa;Em fluxo;57
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Concluintes;Concluída;Em fluxo;533
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Concluintes;Integralizada;Em fluxo;38
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Em curso;Em curso;Em fluxo;416
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Em curso;Em curso;Retido;168
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Evadidos;Abandono;Em fluxo;145
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Evadidos;Desligada;Em fluxo;157
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Evadidos;Reprovado;Em fluxo;1198
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;Evadidos;Transf. externa;Em fluxo;38
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Concluintes;Concluída;Em fluxo;691
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Concluintes;Integralizada;Em fluxo;50
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Em curso;Em curso;Em fluxo;597
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Em curso;Em curso;Retido;209
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Evadidos;Abandono;Em fluxo;207
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Evadidos;Desligada;Em fluxo;88
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Evadidos;Reprovado;Em fluxo;2128
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;Evadidos;Transf. externa;Em fluxo;68
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Concluintes;Concluída;Em fluxo;480
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Concluintes;Integralizada;Em fluxo;29
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Em curso;Em curso;Em fluxo;642
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Em curso;Em curso;Retido;113
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Evadidos;Abandono;Em fluxo;351
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Evadidos;Desligada;Em fluxo;50
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Evadidos;Reprovado;Em fluxo;866
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;Evadidos;Transf. externa;Em fluxo;62
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Concluintes;Concluída;Em fluxo;5178
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Concluintes;Integralizada;Em fluxo;13
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Em curso;Em curso;Em fluxo;686
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Em curso;Em curso;Retido;411
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Evadidos;Abandono;Em fluxo;132
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Evadidos;Desligada;Em fluxo;57
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Evadidos;Reprovado;Em fluxo;9295
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;Evadidos;Transf. externa;Em fluxo;29
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Concluintes;Concluída;Em fluxo;2579
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Concluintes;Integralizada;Em fluxo;1
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Em curso;Em curso;Em fluxo;935
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Em curso;Em curso;Retido;217
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Evadidos;Abandono;Em fluxo;63
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Evadidos;Desligada;Em fluxo;165
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Evadidos;Reprovado;Em fluxo;3399
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;Evadidos;Transf. externa;Em fluxo;39
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;Concluintes;Concluída;Em fluxo;212
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;Em curso;Em curso;Em fluxo;622
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;Em curso;Em curso;Retido;274
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;Evadidos;Abandono;Em fluxo;15
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;Evadidos;Desligada;Em fluxo;22
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;Evadidos;Reprovado;Em fluxo;2
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;Evadidos;Transf. externa;Em fluxo;47
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Avançado Lucas do Rio Verde;Concluintes;Concluída;Em fluxo;1
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Avançado Lucas do Rio Verde;Em curso;Em curso;Em fluxo;229
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Avançado Lucas do Rio Verde;Em curso;Em curso;Retido;77
